accel,brake,gear,steer,clutch,focus,meta
0.1,,0,-0.20751282789108194,,-1.0,
0.1,,0,-0.20752338304910375,,-1.0,
0.1,,0,-0.20745806584687,,-1.0,
0.1,,0,-0.20739271044744195,,-1.0,
0.1,,0,-0.20740388949297042,,-1.0,
0.1,,0,-0.2074144446509922,,-1.0,
0.1,,0,-0.20734912744875844,,-1.0,
0.1,,0,-0.20728317362661988,,-1.0,
0.1,,0,-0.20729432720735222,,-1.0,
0.1,,0,-0.20730550625288072,,-1.0,
0.1,,0,-0.20723955243074213,,-1.0,
0.1,,0,-0.20717423522850836,,-1.0,
0.1,,0,-0.207184777654132,,-1.0,
0.1,,0,-0.20719593123486432,,-1.0,
0.1,,0,-0.20713061403263056,,-1.0,
0.1,,0,-0.20706466021049197,,-1.0,
0.1,,0,-0.2070758392560205,,-1.0,
0.1,,0,-0.20708639441404228,,-1.0,
0.1,,0,-0.20702103901461424,,53.3855,
0.1,,0,-0.20695572181238048,,-1.0,
0.1,,0,-0.20696626423800416,,-1.0,
0.1,,0,-0.2069774560159308,,-1.0,
0.1,,0,-0.2069121006165027,,-1.0,
0.1,,0,-0.20684678341426893,,-1.0,
0.1,,0,-0.20685733857229074,,-1.0,
0.1,,0,-0.2068678809979144,,-1.0,
0.1,,0,-0.20680256379568066,,-1.0,
0.1,,0,-0.20673722112865067,,-1.0,
0.1,,0,-0.2067484001741792,,-1.0,
0.1,,0,-0.2067589425998029,,-1.0,
0.1,,0,-0.20669298877766432,,-1.0,
0.1,,0,-0.20662828273053915,,-1.0,
0.1,,0,-0.20663882515616286,,-1.0,
0.1,,0,-0.20665000420169136,,-1.0,
0.1,,0,-0.20658405037955277,,-1.0,
0.1,,0,-0.20651870771252281,,-1.0,
0.1,,0,-0.2065298867580513,,-1.0,
0.1,,0,-0.20654104033878365,,-1.0,
0.1,,0,-0.20647572313654988,,-1.0,
0.1,,0,-0.20641038046951993,,-1.0,
0.1,,0,-0.20642155951504843,,-1.0,
0.1,,0,-0.2064321019406721,,-1.0,
0.1,,0,-0.20636675927364212,,-1.0,
0.1,,0,-0.20630144207140838,,-1.0,
0.1,,0,-0.2063125956521407,,-1.0,
0.1,,0,-0.2063237746976692,,-1.0,
0.1,,0,-0.20625843203063923,,-1.0,
0.1,,0,-0.20619247820850065,,-1.0,
0.1,,0,-0.20620365725402914,,-1.0,
0.1,,0,-0.20621481083476148,,-1.0,
0.1,,0,-0.20615010478763632,,-1.0,
0.1,,0,-0.20608415096549776,,-1.0,
0.1,,0,-0.20609530454623007,,-1.0,
0.1,,0,-0.20610648359175857,,-1.0,
0.1,,0,-0.2060411281923305,,-1.0,
0.1,,0,-0.20597582372249482,,-1.0,
0.1,,0,-0.20598696457082902,,-1.0,
0.1,,0,-0.20599751972885083,,-1.0,
0.1,,0,-0.2059328009493276,,-1.0,
0.1,,0,-0.20586745828229763,,-1.0,
0.1,,0,-0.20587863732782613,,-1.0,
0.1,,0,-0.20588979090855844,,-1.0,
0.1,,0,-0.2058250848614333,,-1.0,
0.1,,0,-0.2057591310392947,,-1.0,
0.1,,0,-0.20577028462002706,,53.3086,
0.1,,0,-0.20578207482066416,,-1.0,
0.1,,0,-0.20571612099852557,,-1.0,
0.1,,0,-0.20565140221900233,,-1.0,
0.1,,0,-0.20566195737702414,,-1.0,
0.1,,0,-0.20567311095775642,,-1.0,
0.1,,0,-0.2056083921782332,,-1.0,
0.1,,0,-0.20554304951120322,,-1.0,
0.1,,0,-0.20555422855673175,,-1.0,
0.1,,0,-0.20556538213746403,,-1.0,
0.1,,0,-0.2055006760903389,,-1.0,
0.1,,0,-0.20543533342330894,,-1.0,
0.1,,0,-0.20544587584893265,,-1.0,
0.1,,0,-0.20545766604956975,,-1.0,
0.1,,0,-0.2053923106501417,,-1.0,
0.1,,0,-0.20532699344790792,,-1.0,
0.1,,0,-0.20533814702864023,,-1.0,
0.1,,0,-0.2053493006093726,,-1.0,
0.1,,0,-0.20528459456224743,,-1.0,
0.1,,0,-0.20521925189521747,,-1.0,
0.1,,0,-0.20523043094074594,,-1.0,
0.1,,0,-0.20524158452147828,,-1.0,
0.1,,0,-0.2051762291220502,,-1.0,
0.1,,0,-0.20511152307492503,,-1.0,
0.1,,0,-0.20512206550054876,,-1.0,
0.1,,0,-0.20513385570118586,,-1.0,
0.1,,0,-0.2050685130341559,,-1.0,
0.1,,0,-0.20500380698703075,,-1.0,
0.1,,0,-0.20501434941265445,,-1.0,
0.1,,0,-0.2050255029933868,,-1.0,
0.1,,0,-0.20496079694626163,,-1.0,
0.1,,0,-0.2048954415468336,,-1.0,
0.1,,0,-0.2049066205923621,,-1.0,
0.1,,0,-0.204918385328203,,-1.0,
0.1,,0,-0.2048524315060644,,-1.0,
0.1,,0,-0.20478772545893928,,-1.0,
0.1,,0,-0.2047988790396716,,-1.0,
0.1,,0,-0.20481066924030872,,-1.0,
0.1,,0,-0.20474531384088065,,-1.0,
0.1,,0,-0.2046799711738507,,-1.0,
0.1,,0,-0.20469115021937917,,-1.0,
0.1,,0,-0.2047010305603019,,-1.0,
0.1,,0,-0.20463505127336712,,-1.0,
0.1,,0,-0.20456843536652752,,-1.0,
0.1,,0,-0.20457830297505214,,-1.0,
0.1,,0,-0.20458943109098826,,-1.0,
0.1,,0,-0.2045228151841487,,53.2323,
0.1,,0,-0.20445682316481578,,-1.0,
0.1,,0,-0.20446670350573848,,-1.0,
0.1,,0,-0.20447719500176978,,-1.0,
0.1,,0,-0.20441057909493018,,-1.0,
0.1,,0,-0.20434458707559733,,-1.0,
0.1,,0,-0.20435446741652005,,-1.0,
0.1,,0,-0.2043643477574427,,-1.0,
0.1,,0,-0.20429836847050795,,-1.0,
0.1,,0,-0.20423235098637887,,-1.0,
0.1,,0,-0.20424223132730154,,-1.0,
0.1,,0,-0.20425211166822427,,-1.0,
0.1,,0,-0.20418673080400002,,-1.0,
0.1,,0,-0.20412072605226905,,-1.0,
0.1,,0,-0.20413060639319172,,-1.0,
0.1,,0,-0.20414172177672973,,-1.0,
0.1,,0,-0.2040751058698902,,-1.0,
0.1,,0,-0.2040091265829554,,-1.0,
0.1,,0,-0.2040190069238781,,-1.0,
0.1,,0,-0.20402887453240265,,-1.0,
0.1,,0,-0.20396286978067169,,-1.0,
0.1,,0,-0.20389689049373688,,-1.0,
0.1,,0,-0.2039067708346596,,-1.0,
0.1,,0,-0.20391724959829283,,-1.0,
0.1,,0,-0.20385127031135805,,-1.0,
0.1,,0,-0.20378465440451846,,-1.0,
0.1,,0,-0.20379452201304304,,-1.0,
0.1,,0,-0.20380440235396577,,-1.0,
0.1,,0,-0.20373778644712615,,-1.0,
0.1,,0,-0.20367053392038179,,-1.0,
0.1,,0,-0.20367914102149481,,-1.0,
0.1,,0,-0.2036877481226079,,-1.0,
0.1,,0,-0.20361984624356055,,-1.0,
0.1,,0,-0.20355198256170753,,-1.0,
0.1,,0,-0.20356058966282062,,-1.0,
0.1,,0,-0.20356919676393367,,-1.0,
0.1,,0,-0.20350069646217586,,-1.0,
0.1,,0,-0.20343280731552665,,-1.0,
0.1,,0,-0.2034414398814359,,-1.0,
0.1,,0,-0.20345004698254898,,-1.0,
0.1,,0,-0.20338215783589975,,-1.0,
0.1,,0,-0.20331425595685243,,-1.0,
0.1,,0,-0.2033636067318735,,-1.0,
0.1,,0,-0.20326055070168245,,-1.0,
0.1,,0,-0.20330990147670353,,-1.0,
0.1,,0,-0.20320620882660767,,-1.0,
0.1,,0,-0.20325555960162872,,53.1691,
0.1,,0,-0.20315250357143763,,-1.0,
0.1,,0,-0.20320185434645874,,-1.0,
0.1,,0,-0.20309816169636283,,-1.0,
0.1,,0,-0.2031475124713839,,-1.0,
0.1,,0,-0.20304445644119284,,-1.0,
0.1,,0,-0.20309376901901965,,-1.0,
0.1,,0,-0.20299012729851615,,-1.0,
0.1,,0,-0.20304007649624775,,-1.0,
0.1,,0,-0.20293702046605672,,-1.0,
0.1,,0,-0.20298573462117295,,-1.0,
0.1,,0,-0.20288267859098189,,-1.0,
0.1,,0,-0.20293202936600294,,-1.0,
0.1,,0,-0.2028289733358119,,-1.0,
0.1,,0,-0.2028782859136387,,-1.0,
0.1,,0,-0.20277463146073707,,-1.0,
0.1,,0,-0.20282458065846867,,-1.0,
0.1,,0,-0.20272092620556711,,-1.0,
0.1,,0,-0.20277023878339387,,-1.0,
0.1,,0,-0.20266719548560094,,-1.0,
0.1,,0,-0.2027165335282239,,-1.0,
0.1,,0,-0.2026134902304309,,-1.0,
0.1,,0,-0.2026621916531491,,-1.0,
0.1,,0,-0.20255914835535613,,-1.0,
0.1,,0,-0.20260909755308773,,-1.0,
0.1,,0,-0.20250544310018612,,-1.0,
0.1,,0,-0.2025547556780129,,-1.0,
0.1,,0,-0.20245171238021994,,-1.0,
0.1,,0,-0.20250105042284294,,-1.0,
0.1,,0,-0.20239739596994136,,-1.0,
0.1,,0,-0.20244670854776814,,-1.0,
0.1,,0,-0.20234305409486655,,-1.0,
0.1,,0,-0.20239300329259813,,-1.0,
0.1,,0,-0.20228871221979172,,-1.0,
0.1,,0,-0.20233866141752335,,-1.0,
0.1,,0,-0.20223500696462174,,-1.0,
0.1,,0,-0.20228495616235334,,-1.0,
0.1,,0,-0.20218066508954693,,-1.0,
0.1,,0,-0.20223061428727854,,-1.0,
0.1,,0,-0.20212757098948558,,-1.0,
0.1,,0,-0.20217690903210855,,-1.0,
0.1,,0,-0.20207322911441078,,-1.0,
0.1,,0,-0.20212317831214238,,-1.0,
0.1,,0,-0.20201952385924074,,-1.0,
0.1,,0,-0.2020694730569724,,-1.0,
0.1,,0,-0.201965181984166,,-1.0,
0.1,,0,-0.20201513118189757,,-1.0,
0.1,,0,-0.2019120878841046,,-1.0,
0.1,,0,-0.2019614259267276,,-1.0,
0.1,,0,-0.2018577460090298,,-1.0,
0.1,,0,-0.20190769520676138,,-1.0,
0.1,,0,-0.20180404075385983,,53.1025,
0.1,,0,-0.2018539899515914,,-1.0,
0.1,,0,-0.20174969887878502,,-1.0,
0.1,,0,-0.20179964807651657,,-1.0,
0.1,,0,-0.20169660477872364,,-1.0,
0.1,,0,-0.2017459428213466,,-1.0,
0.1,,0,-0.2016422629036488,,-1.0,
0.1,,0,-0.20169221210138044,,-1.0,
0.1,,0,-0.20158855764847886,,-1.0,
0.1,,0,-0.2016378702263056,,-1.0,
0.1,,0,-0.20153481419611455,,-1.0,
0.1,,0,-0.20158416497113565,,-1.0,
0.1,,0,-0.20148110894094456,,-1.0,
0.1,,0,-0.20153042151877137,,-1.0,
0.1,,0,-0.20142676706586982,,-1.0,
0.1,,0,-0.20147671626360136,,-1.0,
0.1,,0,-0.2013736729658084,,-1.0,
0.1,,0,-0.20142237438852653,,-1.0,
0.1,,0,-0.2013193310907336,,-1.0,
0.1,,0,-0.2013692802884652,,-1.0,
0.1,,0,-0.20126562583556362,,-1.0,
0.1,,0,-0.2013149384133904,,-1.0,
0.1,,0,-0.20121189511559745,,-1.0,
0.1,,0,-0.201261844313329,,-1.0,
0.1,,0,-0.20115818986042744,,-1.0,
0.1,,0,-0.20120750243825425,,-1.0,
0.1,,0,-0.20110445914046124,,-1.0,
0.1,,0,-0.20115440833819284,,-1.0,
0.1,,0,-0.20105075388529128,,-1.0,
0.1,,0,-0.20110006646311804,,-1.0,
0.1,,0,-0.20099701043292698,,-1.0,
0.1,,0,-0.20104636120794808,,-1.0,
0.1,,0,-0.200943305177757,,-1.0,
0.1,,0,-0.2009926177555838,,-1.0,
0.1,,0,-0.20088957445779085,,-1.0,
0.1,,0,-0.2009389125004138,,-1.0,
0.1,,0,-0.2008358692026208,,-1.0,
0.1,,0,-0.2008851817804476,,-1.0,
0.1,,0,-0.20078152732754603,,-1.0,
0.1,,0,-0.20083147652527764,,-1.0,
0.1,,0,-0.20072779660757983,,-1.0,
0.1,,0,-0.2007777458053114,,-1.0,
0.1,,0,-0.20067409135240988,,-1.0,
0.1,,0,-0.20072404055014142,,-1.0,
0.1,,0,-0.20062036063244368,,-1.0,
0.1,,0,-0.20067030983017528,,-1.0,
0.1,,0,-0.2005672537999842,,-1.0,
0.1,,0,-0.2006172029977158,,-1.0,
0.1,,0,-0.2005129119249094,,-1.0,
0.1,,0,-0.200562861122641,,-1.0,
0.1,,0,-0.20045981782484804,,53.0422,
0.1,,0,-0.2005097670225796,,-1.0,
0.1,,0,-0.20040608710488186,,-1.0,
0.1,,0,-0.20045603630261344,,-1.0,
0.1,,0,-0.2003529930048205,,-1.0,
0.1,,0,-0.20040233104744345,,-1.0,
0.1,,0,-0.20029865112974568,,-1.0,
0.1,,0,-0.20034860032747726,,-1.0,
0.1,,0,-0.20024554429728622,,-1.0,
0.1,,0,-0.20029549349501782,,-1.0,
0.1,,0,-0.20019181357732002,,-1.0,
0.1,,0,-0.2002417627750516,,-1.0,
0.1,,0,-0.20013810832215004,,-1.0,
0.1,,0,-0.2001880575198816,,-1.0,
0.1,,0,-0.20008437760218384,,-1.0,
0.1,,0,-0.20013432679991547,,-1.0,
0.1,,0,-0.20003127076972438,,-1.0,
0.1,,0,-0.2000805833475512,,-1.0,
0.1,,0,-0.1999775400497582,,-1.0,
0.1,,0,-0.2000274892474898,,-1.0,
0.1,,0,-0.19992444594969683,,-1.0,
0.1,,0,-0.19997375852752358,,-1.0,
0.1,,0,-0.19987071522973066,,-1.0,
0.1,,0,-0.19992066442746226,,-1.0,
0.1,,0,-0.1998176083972712,,-1.0,
0.1,,0,-0.19986692097509798,,-1.0,
0.1,,0,-0.19976387767730502,,-1.0,
0.1,,0,-0.19981382687503657,,-1.0,
0.1,,0,-0.19971078357724364,,-1.0,
0.1,,0,-0.1997600961550704,,-1.0,
0.1,,0,-0.1996564417021688,,-1.0,
0.1,,0,-0.19970639089990042,,-1.0,
0.1,,0,-0.19960333486970938,,-1.0,
0.1,,0,-0.19965264744753614,,-1.0,
0.1,,0,-0.19954960414974318,,-1.0,
0.1,,0,-0.1995995533474748,,-1.0,
0.1,,0,-0.1994965100496818,,-1.0,
0.1,,0,-0.19954582262750858,,-1.0,
0.1,,0,-0.19944277932971563,,-1.0,
0.1,,0,-0.1994927285274472,,-1.0,
0.1,,0,-0.19938967249725614,,-1.0,
0.1,,0,-0.19943898507508293,,-1.0,
0.1,,0,-0.19933594177728997,,-1.0,
0.1,,0,-0.19938589097502157,,-1.0,
0.1,,0,-0.19928159990221517,,-1.0,
0.1,,0,-0.1993315490999468,,-1.0,
0.1,,0,-0.19922850580215382,,-1.0,
0.1,,0,-0.19927845499988536,,-1.0,
0.1,,0,-0.19917476234978956,,-1.0,
0.1,,0,-0.1992247115475211,,-1.0,
0.1,,0,-0.19912166824972813,,52.9822,
0.1,,0,-0.19917161744745973,,-1.0,
0.1,,0,-0.19906793752976196,,-1.0,
